contractSymbol,lastTradeDate,strike,bid,ask,lastPrice,put_call,exp_date,time to maturity,implied volatility
MSFT210305P00240000,2021-03-04 20:31:21,240.0,12.65,13.9,13.83,put,2021-03-05,0.0027397260273972603,0.90087890625
MSFT210305P00242500,2021-03-04 17:39:12,242.5,14.3,16.4,18.0,put,2021-03-05,0.0027397260273972603,1.55517578125
MSFT210305P00245000,2021-03-04 20:20:20,245.0,17.65,19.75,18.59,put,2021-03-05,0.0027397260273972603,0.96923828125
MSFT210305P00247500,2021-03-04 20:49:09,247.5,19.3,22.1,20.94,put,2021-03-05,0.0027397260273972603,0.95458984375
MSFT210312C00205000,2021-03-03 18:12:43,205.0,20.75,23.45,22.5,call,2021-03-12,0.021917808219178082,0.5194091796875
MSFT210312C00207500,2021-02-26 15:55:37,207.5,18.35,20.35,23.35,call,2021-03-12,0.021917808219178082,0.88043212890625
MSFT210312C00210000,2021-03-04 18:46:58,210.0,17.05,19.35,17.5,call,2021-03-12,0.021917808219178082,0.421142578125
MSFT210312C00212500,2021-03-04 18:18:52,212.5,14.75,15.6,15.5,call,2021-03-12,0.021917808219178082,0.4278564453125
MSFT210312C00215000,2021-03-04 19:30:56,215.0,12.7,13.55,12.95,call,2021-03-12,0.021917808219178082,0.36865234375
MSFT210312C00217500,2021-03-04 19:20:24,217.5,10.5,11.35,10.35,call,2021-03-12,0.021917808219178082,0.3045654296875
MSFT210312C00220000,2021-03-04 20:43:17,220.0,8.8,9.3,8.7,call,2021-03-12,0.021917808219178082,0.34271240234375
MSFT210312C00222500,2021-03-04 20:46:25,222.5,6.8,7.4,6.99,call,2021-03-12,0.021917808219178082,0.329742431640625
MSFT210312C00225000,2021-03-04 20:59:53,225.0,5.2,5.65,5.55,call,2021-03-12,0.021917808219178082,0.33782958984375
MSFT210312C00227500,2021-03-04 20:59:22,227.5,3.8,4.2,3.8,call,2021-03-12,0.021917808219178082,0.307769775390625
MSFT210312C00230000,2021-03-04 20:59:20,230.0,2.55,2.93,2.6,call,2021-03-12,0.021917808219178082,0.2874755859375
MSFT210312C00232500,2021-03-04 20:57:58,232.5,1.69,1.95,1.92,call,2021-03-12,0.021917808219178082,0.306549072265625
MSFT210312C00235000,2021-03-04 20:59:42,235.0,1.01,1.23,1.05,call,2021-03-12,0.021917808219178082,5.0
MSFT210312C00237500,2021-03-04 20:53:36,237.5,0.59,0.84,0.71,call,2021-03-12,0.021917808219178082,5.0
MSFT210312C00240000,2021-03-04 20:59:20,240.0,0.34,0.5,0.4,call,2021-03-12,0.021917808219178082,5.0
MSFT210312C00242500,2021-03-04 20:43:06,242.5,0.2,0.3,0.25,call,2021-03-12,0.021917808219178082,5.0
MSFT210312C00245000,2021-03-04 20:58:56,245.0,0.11,0.25,0.15,call,2021-03-12,0.021917808219178082,5.0
MSFT210312C00247500,2021-03-04 20:46:33,247.5,0.1,0.15,0.12,call,2021-03-12,0.021917808219178082,5.0
MSFT210312P00205000,2021-03-04 20:55:15,205.0,0.52,0.69,0.59,put,2021-03-12,0.021917808219178082,5.0
MSFT210312P00207500,2021-03-04 19:07:05,207.5,0.54,0.82,1.03,put,2021-03-12,0.021917808219178082,5.0
MSFT210312P00210000,2021-03-04 20:55:49,210.0,0.79,1.01,0.96,put,2021-03-12,0.021917808219178082,5.0
MSFT210312P00212500,2021-03-04 20:50:43,212.5,0.92,1.17,1.08,put,2021-03-12,0.021917808219178082,0.4205322265625
MSFT210312P00215000,2021-03-04 20:51:22,215.0,1.01,1.51,1.4,put,2021-03-12,0.021917808219178082,0.405731201171875
MSFT210312P00217500,2021-03-04 20:39:43,217.5,1.57,1.83,1.85,put,2021-03-12,0.021917808219178082,0.406646728515625
MSFT210312P00220000,2021-03-04 20:39:43,220.0,1.93,2.38,2.16,put,2021-03-12,0.021917808219178082,0.367584228515625
MSFT210312P00222500,2021-03-04 20:52:10,222.5,2.52,3.0,2.72,put,2021-03-12,0.021917808219178082,0.336761474609375
MSFT210312P00225000,2021-03-04 20:47:04,225.0,3.4,3.75,3.63,put,2021-03-12,0.021917808219178082,0.333404541015625
MSFT210312P00227500,2021-03-04 20:51:07,227.5,4.45,4.85,4.65,put,2021-03-12,0.021917808219178082,0.32318115234375
MSFT210312P00230000,2021-03-04 20:51:46,230.0,5.5,6.2,5.85,put,2021-03-12,0.021917808219178082,0.295257568359375
MSFT210312P00232500,2021-03-04 20:59:48,232.5,7.25,7.85,7.67,put,2021-03-12,0.021917808219178082,0.314483642578125
MSFT210312P00235000,2021-03-04 20:51:07,235.0,8.9,10.0,9.71,put,2021-03-12,0.021917808219178082,0.3314208984375
MSFT210312P00237500,2021-03-04 20:37:30,237.5,9.8,12.1,11.84,put,2021-03-12,0.021917808219178082,0.33721923828125
MSFT210312P00240000,2021-03-04 19:06:37,240.0,13.15,14.45,13.64,put,2021-03-12,0.021917808219178082,0.303955078125
MSFT210312P00242500,2021-03-04 18:30:13,242.5,14.9,17.55,15.38,put,2021-03-12,0.021917808219178082,2.220446049250313e-15
MSFT210312P00245000,2021-03-04 20:20:20,245.0,16.85,19.7,18.47,put,2021-03-12,0.021917808219178082,0.328369140625
MSFT210312P00247500,2021-03-04 18:20:13,247.5,19.4,22.25,21.25,put,2021-03-12,0.021917808219178082,0.4339599609375
MSFT210319C00205000,2021-03-04 17:00:44,205.0,22.45,23.55,26.25,call,2021-03-19,0.0410958904109589,0.71319580078125
MSFT210319C00210000,2021-03-04 19:31:38,210.0,17.2,19.0,18.13,call,2021-03-19,0.0410958904109589,0.3546142578125
MSFT210319C00215000,2021-03-04 20:45:42,215.0,13.8,14.65,14.25,call,2021-03-19,0.0410958904109589,0.374755859375
MSFT210319C00217500,2021-03-04 20:31:24,217.5,11.8,12.6,12.1,call,2021-03-19,0.0410958904109589,0.3522491455078125
MSFT210319C00220000,2021-03-04 20:31:07,220.0,10.05,11.3,10.55,call,2021-03-19,0.0410958904109589,0.3514862060546875
MSFT210319C00222500,2021-03-04 20:28:47,222.5,8.2,8.85,8.4,call,2021-03-19,0.0410958904109589,0.3166961669921875
MSFT210319C00225000,2021-03-04 20:55:20,225.0,6.8,7.2,7.04,call,2021-03-19,0.0410958904109589,0.3269195556640625
MSFT210319C00227500,2021-03-04 20:54:51,227.5,5.4,5.75,5.2,call,2021-03-19,0.0410958904109589,0.2996826171875
MSFT210319C00230000,2021-03-04 20:59:16,230.0,4.1,4.45,4.1,call,2021-03-19,0.0410958904109589,0.29022216796875
MSFT210319C00232500,2021-03-04 20:45:56,232.5,3.1,3.5,3.26,call,2021-03-19,0.0410958904109589,0.295257568359375
MSFT210319C00235000,2021-03-04 20:59:22,235.0,2.27,2.5,2.45,call,2021-03-19,0.0410958904109589,0.30181884765625
MSFT210319C00237500,2021-03-04 20:59:20,237.5,1.65,1.88,1.7,call,2021-03-19,0.0410958904109589,0.286407470703125
MSFT210319C00240000,2021-03-04 20:56:11,240.0,1.15,1.34,1.25,call,2021-03-19,0.0410958904109589,0.284271240234375
MSFT210319C00242500,2021-03-04 20:46:01,242.5,0.79,0.99,0.9,call,2021-03-19,0.0410958904109589,5.0
MSFT210319C00245000,2021-03-04 20:45:48,245.0,0.52,0.72,0.6,call,2021-03-19,0.0410958904109589,5.0
MSFT210319C00247500,2021-03-04 20:22:01,247.5,0.35,0.51,0.46,call,2021-03-19,0.0410958904109589,5.0
MSFT210319P00205000,2021-03-04 20:52:34,205.0,1.17,1.37,1.37,put,2021-03-19,0.0410958904109589,0.452880859375
MSFT210319P00210000,2021-03-04 20:57:36,210.0,1.59,1.85,1.77,put,2021-03-19,0.0410958904109589,0.408477783203125
MSFT210319P00215000,2021-03-04 20:54:13,215.0,1.95,2.63,2.54,put,2021-03-19,0.0410958904109589,0.39764404296875
MSFT210319P00217500,2021-03-04 20:56:40,217.5,2.69,3.05,2.97,put,2021-03-19,0.0410958904109589,0.3717041015625
MSFT210319P00220000,2021-03-04 20:40:10,220.0,3.4,3.65,3.52,put,2021-03-19,0.0410958904109589,0.348052978515625
MSFT210319P00222500,2021-03-04 20:50:09,222.5,3.95,4.4,4.45,put,2021-03-19,0.0410958904109589,0.34637451171875
MSFT210319P00225000,2021-03-04 20:58:39,225.0,4.8,5.3,5.0,put,2021-03-19,0.0410958904109589,0.323333740234375
MSFT210319P00227500,2021-03-04 20:58:39,227.5,6.0,6.4,6.3,put,2021-03-19,0.0410958904109589,0.330810546875
MSFT210319P00230000,2021-03-04 20:50:38,230.0,7.05,7.7,7.1,put,2021-03-19,0.0410958904109589,0.2880859375
MSFT210319P00232500,2021-03-04 20:16:03,232.5,8.7,9.2,9.0,put,2021-03-19,0.0410958904109589,0.3064727783203125
MSFT210319P00235000,2021-03-04 20:39:55,235.0,10.3,10.9,10.85,put,2021-03-19,0.0410958904109589,0.3215789794921875
MSFT210319P00237500,2021-03-04 19:45:18,237.5,12.15,13.0,12.35,put,2021-03-19,0.0410958904109589,0.29327392578125
MSFT210319P00240000,2021-03-04 20:55:00,240.0,13.1,15.8,14.9,put,2021-03-19,0.0410958904109589,0.3314208984375
MSFT210319P00242500,2021-03-04 17:48:51,242.5,16.05,17.25,16.18,put,2021-03-19,0.0410958904109589,0.26458740234375
MSFT210319P00245000,2021-03-04 20:21:40,245.0,18.55,20.25,18.9,put,2021-03-19,0.0410958904109589,0.3173828125
MSFT210319P00247500,2021-02-26 15:39:45,247.5,20.05,22.8,14.33,put,2021-03-19,0.0410958904109589,1.1102230246251565e-15
MSFT210326C00205000,2021-02-08 19:11:07,205.0,22.3,24.65,39.09,call,2021-03-26,0.06027397260273973,1.23565673828125
MSFT210326C00207500,2021-03-04 18:29:58,207.5,20.85,23.25,22.0,call,2021-03-26,0.06027397260273973,0.419769287109375
MSFT210326C00210000,2021-03-04 19:31:38,210.0,18.7,21.2,19.85,call,2021-03-26,0.06027397260273973,0.4119873046875
MSFT210326C00212500,2021-02-25 17:25:12,212.5,15.75,18.55,20.21,call,2021-03-26,0.06027397260273973,0.52978515625
MSFT210326C00215000,2021-02-26 16:35:02,215.0,13.65,17.2,15.05,call,2021-03-26,0.06027397260273973,0.3546142578125
MSFT210326C00217500,2021-03-02 18:28:57,217.5,11.65,14.45,19.33,call,2021-03-26,0.06027397260273973,0.63079833984375
MSFT210326C00220000,2021-03-04 19:04:47,220.0,9.85,12.6,11.03,call,2021-03-26,0.06027397260273973,0.309295654296875
MSFT210326C00222500,2021-03-04 20:52:56,222.5,9.25,10.9,9.63,call,2021-03-26,0.06027397260273973,0.31585693359375
MSFT210326C00225000,2021-03-04 20:52:56,225.0,6.65,9.3,7.96,call,2021-03-26,0.06027397260273973,0.30975341796875
MSFT210326C00227500,2021-03-04 20:57:14,227.5,5.25,6.95,6.55,call,2021-03-26,0.06027397260273973,0.3070068359375
MSFT210326C00230000,2021-03-04 20:59:17,230.0,3.95,5.9,5.32,call,2021-03-26,0.06027397260273973,0.293121337890625
MSFT210326C00232500,2021-03-04 20:41:47,232.5,4.0,5.3,4.17,call,2021-03-26,0.06027397260273973,0.283050537109375
MSFT210326C00235000,2021-03-04 20:57:08,235.0,3.0,4.25,3.45,call,2021-03-26,0.06027397260273973,0.292510986328125
MSFT210326C00237500,2021-03-04 20:35:44,237.5,1.42,3.5,2.67,call,2021-03-26,0.06027397260273973,0.2991485595703125
MSFT210326C00240000,2021-03-04 20:32:19,240.0,1.9,2.8,2.0,call,2021-03-26,0.06027397260273973,0.282745361328125
MSFT210326C00242500,2021-03-04 20:48:56,242.5,0.8,1.6,1.5,call,2021-03-26,0.06027397260273973,0.2777099609375
MSFT210326C00245000,2021-03-04 20:57:06,245.0,1.01,1.25,1.08,call,2021-03-26,0.06027397260273973,5.0
MSFT210326C00247500,2021-03-04 16:54:54,247.5,0.45,0.95,0.88,call,2021-03-26,0.06027397260273973,5.0
MSFT210326P00205000,2021-03-04 20:00:50,205.0,1.0,2.25,1.8,put,2021-03-26,0.06027397260273973,0.406951904296875
MSFT210326P00207500,2021-03-04 18:53:22,207.5,0.05,3.1,2.75,put,2021-03-26,0.06027397260273973,0.4437255859375
MSFT210326P00210000,2021-03-04 20:38:25,210.0,1.53,3.0,2.64,put,2021-03-26,0.06027397260273973,0.40252685546875
MSFT210326P00212500,2021-03-04 20:01:18,212.5,1.87,3.05,2.84,put,2021-03-26,0.06027397260273973,0.384368896484375
MSFT210326P00215000,2021-03-04 20:44:26,215.0,2.22,3.55,3.43,put,2021-03-26,0.06027397260273973,0.376434326171875
MSFT210326P00217500,2021-03-04 20:44:26,217.5,2.77,4.1,3.97,put,2021-03-26,0.06027397260273973,0.3560638427734375
MSFT210326P00220000,2021-03-04 20:50:09,220.0,3.3,4.8,4.59,put,2021-03-26,0.06027397260273973,0.3397369384765625
MSFT210326P00222500,2021-03-04 20:38:49,222.5,3.4,7.4,5.47,put,2021-03-26,0.06027397260273973,0.3359222412109375
MSFT210326P00225000,2021-03-04 20:52:58,225.0,5.05,6.65,6.26,put,2021-03-26,0.06027397260273973,0.327911376953125
MSFT210326P00227500,2021-03-04 19:31:14,227.5,7.0,7.75,7.5,put,2021-03-26,0.06027397260273973,0.330810546875
MSFT210326P00230000,2021-03-04 20:21:09,230.0,6.4,10.05,8.25,put,2021-03-26,0.06027397260273973,0.293121337890625
MSFT210326P00232500,2021-03-04 19:36:09,232.5,8.55,10.45,9.65,put,2021-03-26,0.06027397260273973,0.285491943359375
MSFT210326P00235000,2021-03-04 20:32:18,235.0,9.35,13.15,11.7,put,2021-03-26,0.06027397260273973,0.3070831298828125
MSFT210326P00237500,2021-03-04 17:25:56,237.5,13.0,13.85,12.15,put,2021-03-26,0.06027397260273973,0.233306884765625
MSFT210326P00240000,2021-03-04 17:18:56,240.0,13.7,16.7,16.68,put,2021-03-26,0.06027397260273973,0.3881072998046875
MSFT210326P00242500,2021-03-04 15:30:23,242.5,15.85,18.65,15.2,put,2021-03-26,0.06027397260273973,1.1102230246251565e-15
MSFT210326P00245000,2021-03-03 19:22:00,245.0,18.8,20.75,19.25,put,2021-03-26,0.06027397260273973,0.290679931640625
MSFT210326P00247500,2021-03-01 17:39:14,247.5,21.0,22.25,12.55,put,2021-03-26,0.06027397260273973,1.1102230246251565e-15
MSFT210401C00205000,2021-03-04 14:46:05,205.0,22.6,26.0,25.1,call,2021-04-01,0.07671232876712329,0.436553955078125
MSFT210401C00207500,2021-02-25 19:27:09,207.5,21.35,23.35,25.34,call,2021-04-01,0.07671232876712329,0.5584716796875
MSFT210401C00210000,2021-03-01 17:57:54,210.0,19.25,20.05,27.77,call,2021-04-01,0.07671232876712329,0.7270050048828125
MSFT210401C00212500,2021-02-26 16:51:00,212.5,17.25,19.3,17.92,call,2021-04-01,0.07671232876712329,0.367889404296875
MSFT210401C00215000,2021-03-04 20:04:15,215.0,15.3,16.2,15.74,call,2021-04-01,0.07671232876712329,0.340728759765625
MSFT210401C00217500,2021-03-03 15:54:23,217.5,13.45,16.3,16.19,call,2021-04-01,0.07671232876712329,0.424346923828125
MSFT210401C00220000,2021-03-03 20:06:48,220.0,10.4,14.5,14.35,call,2021-04-01,0.07671232876712329,0.4107666015625
MSFT210401C00222500,2021-03-03 20:06:48,222.5,10.05,11.85,9.72,call,2021-04-01,0.07671232876712329,0.281219482421875
MSFT210401C00225000,2021-03-04 20:49:10,225.0,7.25,10.65,9.0,call,2021-04-01,0.07671232876712329,0.31524658203125
MSFT210401C00227500,2021-03-04 20:55:19,227.5,5.9,7.8,7.34,call,2021-04-01,0.07671232876712329,0.30242919921875
MSFT210401C00230000,2021-03-04 20:59:42,230.0,5.9,7.25,6.0,call,2021-04-01,0.07671232876712329,0.2855682373046875
MSFT210401C00232500,2021-03-04 20:47:32,232.5,3.55,7.2,5.0,call,2021-04-01,0.07671232876712329,0.2826690673828125
MSFT210401C00235000,2021-03-04 20:04:32,235.0,3.85,5.0,3.8,call,2021-04-01,0.07671232876712329,0.27191162109375
MSFT210401C00237500,2021-03-04 20:46:17,237.5,3.1,4.85,3.25,call,2021-04-01,0.07671232876712329,0.2869415283203125
MSFT210401C00240000,2021-03-04 20:51:50,240.0,2.2,2.95,2.65,call,2021-04-01,0.07671232876712329,0.287322998046875
MSFT210401C00242500,2021-03-04 20:55:42,242.5,1.86,3.15,2.12,call,2021-04-01,0.07671232876712329,0.2809906005859375
MSFT210401C00245000,2021-03-04 20:36:55,245.0,1.45,1.79,1.5,call,2021-04-01,0.07671232876712329,0.269622802734375
MSFT210401C00247500,2021-03-04 20:55:42,247.5,0.56,1.35,1.31,call,2021-04-01,0.07671232876712329,0.28289794921875
MSFT210401P00205000,2021-03-04 20:38:07,205.0,1.3,3.35,2.4,put,2021-04-01,0.07671232876712329,0.40130615234375
MSFT210401P00207500,2021-03-04 19:09:10,207.5,1.47,3.75,2.46,put,2021-04-01,0.07671232876712329,0.3755950927734375
MSFT210401P00210000,2021-03-04 20:24:37,210.0,2.78,3.15,2.94,put,2021-04-01,0.07671232876712329,0.3775787353515625
MSFT210401P00212500,2021-03-04 19:50:41,212.5,3.15,3.65,3.45,put,2021-04-01,0.07671232876712329,0.3769683837890625
MSFT210401P00215000,2021-03-04 20:43:30,215.0,2.61,4.2,3.98,put,2021-04-01,0.07671232876712329,0.358123779296875
MSFT210401P00217500,2021-03-04 19:50:41,217.5,3.25,4.85,4.8,put,2021-04-01,0.07671232876712329,0.35186767578125
MSFT210401P00220000,2021-03-04 20:43:30,220.0,3.95,5.6,5.62,put,2021-04-01,0.07671232876712329,0.34576416015625
MSFT210401P00222500,2021-03-04 17:07:15,222.5,4.55,7.6,7.0,put,2021-04-01,0.07671232876712329,0.363006591796875
MSFT210401P00225000,2021-03-04 19:54:17,225.0,5.55,7.35,7.14,put,2021-04-01,0.07671232876712329,0.3287506103515625
MSFT210401P00227500,2021-03-04 18:26:20,227.5,6.55,9.75,9.38,put,2021-04-01,0.07671232876712329,0.3717803955078125
MSFT210401P00230000,2021-03-04 19:17:07,230.0,7.95,10.85,9.9,put,2021-04-01,0.07671232876712329,0.3285980224609375
MSFT210401P00232500,2021-03-04 18:53:47,232.5,9.15,12.5,12.27,put,2021-04-01,0.07671232876712329,0.360565185546875
MSFT210401P00235000,2021-03-04 20:20:12,235.0,10.0,14.0,12.46,put,2021-04-01,0.07671232876712329,0.30487060546875
MSFT210401P00237500,2021-03-04 20:36:25,237.5,12.35,14.5,13.87,put,2021-04-01,0.07671232876712329,0.2980804443359375
MSFT210401P00240000,2021-03-04 20:20:12,240.0,14.15,17.45,16.0,put,2021-04-01,0.07671232876712329,0.31463623046875
MSFT210401P00242500,2021-03-01 17:58:47,242.5,16.2,19.35,18.12,put,2021-04-01,0.07671232876712329,0.316925048828125
MSFT210401P00245000,2021-03-04 19:30:09,245.0,17.4,21.3,20.15,put,2021-04-01,0.07671232876712329,0.313873291015625
MSFT210401P00247500,2021-02-18 20:38:17,247.5,19.6,22.7,21.12,put,2021-04-01,0.07671232876712329,0.23712158203125
MSFT210409C00205000,2021-03-02 18:59:36,205.0,24.05,27.0,31.78,call,2021-04-09,0.09863013698630137,0.679473876953125
MSFT210409C00207500,2021-03-02 18:27:33,207.5,21.95,25.0,29.37,call,2021-04-09,0.09863013698630137,0.6432342529296875
MSFT210409C00210000,2021-03-01 18:30:04,210.0,19.9,21.85,21.55,call,2021-04-09,0.09863013698630137,0.401763916015625
MSFT210409C00212500,2021-03-04 19:48:07,212.5,17.95,20.9,19.55,call,2021-04-09,0.09863013698630137,0.38330078125
MSFT210409C00215000,2021-03-04 15:09:33,215.0,16.0,19.0,16.38,call,2021-04-09,0.09863013698630137,0.3211212158203125
MSFT210409C00220000,2021-03-04 19:26:10,220.0,10.9,15.3,12.8,call,2021-04-09,0.09863013698630137,0.3018951416015625
MSFT210409C00222500,2021-03-04 18:04:42,222.5,10.9,13.05,11.0,call,2021-04-09,0.09863013698630137,0.29216766357421875
MSFT210409C00225000,2021-03-04 20:51:13,225.0,7.5,12.0,9.9,call,2021-04-09,0.09863013698630137,0.3081512451171875
MSFT210409C00227500,2021-03-04 19:14:22,227.5,6.75,9.8,8.45,call,2021-04-09,0.09863013698630137,0.3043365478515625
MSFT210409C00230000,2021-03-04 18:59:14,230.0,6.8,9.5,7.15,call,2021-04-09,0.09863013698630137,0.29083251953125
MSFT210409C00232500,2021-03-03 19:30:57,232.5,4.25,6.3,6.1,call,2021-04-09,0.09863013698630137,0.2863311767578125
MSFT210409C00235000,2021-03-04 20:57:08,235.0,4.7,5.75,4.95,call,2021-04-09,0.09863013698630137,0.278472900390625
MSFT210409C00237500,2021-03-04 16:38:45,237.5,3.85,5.9,4.36,call,2021-04-09,0.09863013698630137,0.2902984619140625
MSFT210409C00240000,2021-03-04 19:14:59,240.0,3.25,5.5,3.33,call,2021-04-09,0.09863013698630137,0.2866363525390625
MSFT210409C00242500,2021-03-04 20:06:10,242.5,2.55,5.0,2.71,call,2021-04-09,0.09863013698630137,0.2764892578125
MSFT210409C00245000,2021-03-04 19:45:05,245.0,0.93,3.45,2.13,call,2021-04-09,0.09863013698630137,0.268402099609375
MSFT210409C00247500,2021-03-03 19:40:14,247.5,0.88,1.87,1.86,call,2021-04-09,0.09863013698630137,0.2761077880859375
MSFT210409P00205000,2021-03-04 19:24:39,205.0,1.54,4.8,2.72,put,2021-04-09,0.09863013698630137,0.37384033203125
MSFT210409P00207500,2021-03-04 19:37:48,207.5,1.83,4.5,3.38,put,2021-04-09,0.09863013698630137,0.385894775390625
MSFT210409P00210000,2021-03-04 20:47:47,210.0,2.28,3.8,3.6,put,2021-04-09,0.09863013698630137,0.372314453125
MSFT210409P00212500,2021-03-01 15:14:57,212.5,2.62,4.25,3.37,put,2021-04-09,0.09863013698630137,0.33050537109375
MSFT210409P00215000,2021-03-04 20:47:47,215.0,3.2,4.85,4.65,put,2021-04-09,0.09863013698630137,0.3423309326171875
MSFT210409P00217500,2021-03-04 19:33:54,217.5,5.15,5.55,5.59,put,2021-04-09,0.09863013698630137,0.341339111328125
MSFT210409P00220000,2021-03-04 19:14:59,220.0,3.7,6.35,6.43,put,2021-04-09,0.09863013698630137,0.33660888671875
MSFT210409P00222500,2021-03-04 15:24:24,222.5,4.5,7.2,7.44,put,2021-04-09,0.09863013698630137,0.3382110595703125
MSFT210409P00225000,2021-03-04 19:16:06,225.0,5.5,8.3,8.33,put,2021-04-09,0.09863013698630137,0.3353118896484375
MSFT210409P00227500,2021-03-04 15:47:25,227.5,7.4,10.85,8.9,put,2021-04-09,0.09863013698630137,0.3125762939453125
MSFT210409P00230000,2021-03-04 20:47:39,230.0,8.6,10.7,10.34,put,2021-04-09,0.09863013698630137,0.307769775390625
MSFT210409P00232500,2021-03-04 19:15:42,232.5,9.95,12.1,12.92,put,2021-04-09,0.09863013698630137,0.34351348876953125
MSFT210409P00235000,2021-03-04 19:15:42,235.0,11.3,13.6,13.35,put,2021-04-09,0.09863013698630137,0.302886962890625
MSFT210409P00237500,2021-03-02 20:58:49,237.5,12.4,16.7,9.7,put,2021-04-09,0.09863013698630137,1.1102230246251565e-15
MSFT210409P00240000,2021-03-04 19:45:39,240.0,16.05,18.8,16.1,put,2021-04-09,0.09863013698630137,0.286407470703125
MSFT210409P00242500,2021-03-01 18:00:01,242.5,16.55,20.2,11.18,put,2021-04-09,0.09863013698630137,1.1102230246251565e-15
MSFT210409P00245000,2021-03-01 15:28:44,245.0,18.95,22.1,19.0,put,2021-04-09,0.09863013698630137,0.220947265625
MSFT210416C00205000,2021-03-04 20:47:25,205.0,24.6,26.85,24.87,call,2021-04-16,0.1178082191780822,0.3299713134765625
