contractSymbol,lastTradeDate,strike,bid,ask,lastPrice,put_call,exp_date,time to maturity,implied volatility
TSLA210312C00600000,2021-03-04 20:59:14,600.0,42.5,43.85,42.4,call,2021-03-12,0.021917808219178082,0.8199310302734375
TSLA210312C00605000,2021-03-04 20:57:06,605.0,39.35,40.0,39.6,call,2021-03-12,0.021917808219178082,0.8257675170898438
TSLA210312C00610000,2021-03-04 20:59:01,610.0,36.3,37.0,36.41,call,2021-03-12,0.021917808219178082,0.820465087890625
TSLA210312C00615000,2021-03-04 20:59:02,615.0,33.4,34.05,33.5,call,2021-03-12,0.021917808219178082,0.8231353759765625
TSLA210312C00620000,2021-03-04 20:59:26,620.0,30.65,31.8,30.62,call,2021-03-12,0.021917808219178082,0.8266067504882812
TSLA210312C00625000,2021-03-04 20:58:43,625.0,28.05,29.15,28.15,call,2021-03-12,0.021917808219178082,0.817108154296875
TSLA210312C00630000,2021-03-04 20:59:20,630.0,25.65,26.7,25.5,call,2021-03-12,0.021917808219178082,0.7928466796875
TSLA210312C00635000,2021-03-04 20:57:22,635.0,23.25,24.3,23.0,call,2021-03-12,0.021917808219178082,0.7729339599609375
TSLA210312C00640000,2021-03-04 20:59:13,640.0,21.15,22.2,21.1,call,2021-03-12,0.021917808219178082,0.7697296142578125
TSLA210312C00645000,2021-03-04 20:59:46,645.0,19.05,20.1,19.0,call,2021-03-12,0.021917808219178082,0.7610321044921875
TSLA210312C00650000,2021-03-04 20:59:39,650.0,17.2,18.0,17.35,call,2021-03-12,0.021917808219178082,0.7647705078125
TSLA210312C00655000,2021-03-04 20:54:53,655.0,15.5,16.5,15.5,call,2021-03-12,0.021917808219178082,0.7629776000976562
TSLA210312C00660000,2021-03-04 20:59:34,660.0,13.9,14.9,14.05,call,2021-03-12,0.021917808219178082,0.7720565795898438
TSLA210312C00665000,2021-03-04 20:57:02,665.0,12.45,13.4,12.55,call,2021-03-12,0.021917808219178082,0.77972412109375
TSLA210312C00670000,2021-03-04 20:58:53,670.0,11.1,11.7,11.61,call,2021-03-12,0.021917808219178082,0.8017730712890625
TSLA210312C00675000,2021-03-04 20:54:34,675.0,10.0,10.5,10.15,call,2021-03-12,0.021917808219178082,0.7749176025390625
TSLA210312C00680000,2021-03-04 20:59:41,680.0,8.85,9.4,9.0,call,2021-03-12,0.021917808219178082,0.760650634765625
TSLA210312P00560000,2021-03-04 20:57:14,560.0,10.7,11.15,11.1,put,2021-03-12,0.021917808219178082,0.9601593017578125
TSLA210312P00570000,2021-03-04 20:59:14,570.0,12.6,13.15,13.3,put,2021-03-12,0.021917808219178082,0.9562301635742188
TSLA210312P00580000,2021-03-04 20:59:35,580.0,14.95,15.55,15.54,put,2021-03-12,0.021917808219178082,0.90423583984375
TSLA210312P00590000,2021-03-04 20:54:10,590.0,17.65,18.3,18.05,put,2021-03-12,0.021917808219178082,0.8609771728515625
TSLA210312P00595000,2021-03-04 20:59:34,595.0,19.25,19.85,20.0,put,2021-03-12,0.021917808219178082,0.8596038818359375
TSLA210312P00600000,2021-03-04 20:58:02,600.0,20.9,21.5,21.53,put,2021-03-12,0.021917808219178082,0.8461761474609375
TSLA210312P00605000,2021-03-04 20:56:10,605.0,22.6,23.35,23.45,put,2021-03-12,0.021917808219178082,0.8440017700195312
TSLA210312P00610000,2021-03-04 20:56:40,610.0,24.6,25.75,25.65,put,2021-03-12,0.021917808219178082,0.849761962890625
TSLA210312P00615000,2021-03-04 20:59:35,615.0,26.7,27.4,27.7,put,2021-03-12,0.021917808219178082,0.8512115478515625
TSLA210312P00620000,2021-03-04 20:59:18,620.0,28.9,29.65,30.05,put,2021-03-12,0.021917808219178082,0.861053466796875
TSLA210312P00625000,2021-03-04 20:57:11,625.0,31.25,32.3,31.75,put,2021-03-12,0.021917808219178082,0.8275222778320312
TSLA210312P00630000,2021-03-04 20:56:56,630.0,33.75,34.55,34.72,put,2021-03-12,0.021917808219178082,0.8205032348632812
TSLA210312P00635000,2021-03-04 20:58:02,635.0,36.45,37.25,37.38,put,2021-03-12,0.021917808219178082,0.8049774169921875
TSLA210312P00640000,2021-03-04 20:59:44,640.0,39.25,40.15,40.65,put,2021-03-12,0.021917808219178082,0.806427001953125
TSLA210312P00645000,2021-03-04 20:50:47,645.0,42.1,43.15,43.64,put,2021-03-12,0.021917808219178082,0.8001327514648438
TSLA210312P00650000,2021-03-04 20:55:10,650.0,45.3,46.3,46.33,put,2021-03-12,0.021917808219178082,0.7857131958007812
TSLA210312P00655000,2021-03-04 20:58:21,655.0,48.55,49.6,49.25,put,2021-03-12,0.021917808219178082,0.7776641845703125
TSLA210312P00660000,2021-03-04 20:46:02,660.0,51.8,53.0,52.73,put,2021-03-12,0.021917808219178082,0.7848358154296875
TSLA210312P00665000,2021-03-04 20:47:22,665.0,55.5,56.6,56.11,put,2021-03-12,0.021917808219178082,0.7892608642578125
TSLA210312P00670000,2021-03-04 20:51:26,670.0,58.95,60.3,59.95,put,2021-03-12,0.021917808219178082,0.804901123046875
TSLA210312P00675000,2021-03-04 20:42:13,675.0,62.75,64.1,64.3,put,2021-03-12,0.021917808219178082,0.8109283447265625
TSLA210312P00680000,2021-03-04 20:44:42,680.0,66.6,68.5,67.73,put,2021-03-12,0.021917808219178082,0.7798004150390625
TSLA210319C00560000,2021-03-04 20:44:07,560.0,79.3,80.95,79.15,call,2021-03-19,0.0410958904109589,0.869140625
TSLA210319C00570000,2021-03-04 20:53:29,570.0,71.9,73.45,71.75,call,2021-03-19,0.0410958904109589,0.8369827270507812
TSLA210319C00580000,2021-03-04 20:35:21,580.0,64.95,66.35,65.5,call,2021-03-19,0.0410958904109589,0.8298873901367188
TSLA210319C00590000,2021-03-04 20:54:11,590.0,58.2,59.55,58.45,call,2021-03-19,0.0410958904109589,0.8060836791992188
TSLA210319C00595000,2021-03-04 20:39:27,595.0,55.0,56.3,55.2,call,2021-03-19,0.0410958904109589,0.8000946044921875
TSLA210319C00600000,2021-03-04 20:52:46,600.0,51.9,53.0,52.35,call,2021-03-19,0.0410958904109589,0.8025360107421875
TSLA210319C00605000,2021-03-04 20:57:06,605.0,48.9,50.1,48.29,call,2021-03-19,0.0410958904109589,0.7798004150390625
TSLA210319C00610000,2021-03-04 20:54:55,610.0,46.0,47.0,46.1,call,2021-03-19,0.0410958904109589,0.7959365844726562
TSLA210319C00615000,2021-03-04 20:51:26,615.0,43.15,44.4,43.3,call,2021-03-19,0.0410958904109589,0.7993698120117188
TSLA210319C00620000,2021-03-04 20:54:44,620.0,40.5,41.55,40.9,call,2021-03-19,0.0410958904109589,0.811004638671875
TSLA210319C00625000,2021-03-04 20:53:19,625.0,37.9,38.85,37.9,call,2021-03-19,0.0410958904109589,0.7924652099609375
TSLA210319C00630000,2021-03-04 20:57:04,630.0,35.4,36.4,35.39,call,2021-03-19,0.0410958904109589,0.776824951171875
TSLA210319C00635000,2021-03-04 20:55:39,635.0,33.0,34.05,32.95,call,2021-03-19,0.0410958904109589,0.762786865234375
TSLA210319C00640000,2021-03-04 20:59:08,640.0,30.7,31.75,30.8,call,2021-03-19,0.0410958904109589,0.75469970703125
TSLA210319C00645000,2021-03-04 20:48:13,645.0,28.6,29.25,28.95,call,2021-03-19,0.0410958904109589,0.7526779174804688
TSLA210319C00650000,2021-03-04 20:59:20,650.0,26.55,27.5,26.49,call,2021-03-19,0.0410958904109589,0.738525390625
TSLA210319C00655000,2021-03-04 20:53:51,655.0,24.6,25.65,24.91,call,2021-03-19,0.0410958904109589,0.7419586181640625
TSLA210319C00660000,2021-03-04 20:54:11,660.0,22.8,23.75,22.8,call,2021-03-19,0.0410958904109589,0.7349014282226562
TSLA210319C00665000,2021-03-04 20:54:13,665.0,21.05,21.7,21.45,call,2021-03-19,0.0410958904109589,0.7428741455078125
TSLA210319C00670000,2021-03-04 20:58:07,670.0,19.45,20.4,19.75,call,2021-03-19,0.0410958904109589,0.7439041137695312
TSLA210319C00675000,2021-03-04 20:51:30,675.0,17.9,18.65,18.3,call,2021-03-19,0.0410958904109589,0.74981689453125
TSLA210319C00680000,2021-03-04 20:59:13,680.0,16.5,17.15,16.7,call,2021-03-19,0.0410958904109589,0.7527923583984375
TSLA210319P00560000,2021-03-04 20:59:15,560.0,18.1,18.6,18.67,put,2021-03-19,0.0410958904109589,0.903167724609375
TSLA210319P00570000,2021-03-04 20:56:39,570.0,20.35,21.2,21.0,put,2021-03-19,0.0410958904109589,0.8651351928710938
TSLA210319P00580000,2021-03-04 20:53:23,580.0,23.3,24.1,24.62,put,2021-03-19,0.0410958904109589,0.855255126953125
TSLA210319P00590000,2021-03-04 20:52:58,590.0,26.75,27.65,27.4,put,2021-03-19,0.0410958904109589,0.8278656005859375
TSLA210319P00595000,2021-03-04 20:49:06,595.0,28.25,29.1,29.45,put,2021-03-19,0.0410958904109589,0.8281707763671875
TSLA210319P00600000,2021-03-04 20:59:18,600.0,30.45,30.95,30.97,put,2021-03-19,0.0410958904109589,0.8174514770507812
TSLA210319P00605000,2021-03-04 20:59:18,605.0,32.35,33.0,33.08,put,2021-03-19,0.0410958904109589,0.8190536499023438
TSLA210319P00610000,2021-03-04 20:58:25,610.0,34.2,35.05,34.74,put,2021-03-19,0.0410958904109589,0.8113479614257812
TSLA210319P00615000,2021-03-04 20:59:22,615.0,36.5,37.2,37.15,put,2021-03-19,0.0410958904109589,0.8191680908203125
TSLA210319P00620000,2021-03-04 20:54:50,620.0,38.65,39.45,39.4,put,2021-03-19,0.0410958904109589,0.8234786987304688
TSLA210319P00625000,2021-03-04 20:51:35,625.0,41.0,41.9,41.95,put,2021-03-19,0.0410958904109589,0.8152008056640625
TSLA210319P00630000,2021-03-04 20:57:19,630.0,43.55,44.45,44.45,put,2021-03-19,0.0410958904109589,0.7997894287109375
TSLA210319P00635000,2021-03-04 20:45:38,635.0,46.1,47.05,48.05,put,2021-03-19,0.0410958904109589,0.8068084716796875
TSLA210319P00640000,2021-03-04 20:52:16,640.0,48.95,49.8,49.89,put,2021-03-19,0.0410958904109589,0.7782745361328125
TSLA210319P00645000,2021-03-04 20:49:05,645.0,51.6,52.65,52.2,put,2021-03-19,0.0410958904109589,0.7593917846679688
TSLA210319P00650000,2021-03-04 20:59:51,650.0,54.7,55.6,55.52,put,2021-03-19,0.0410958904109589,0.7608795166015625
TSLA210319P00655000,2021-03-04 20:59:59,655.0,57.75,58.7,58.35,put,2021-03-19,0.0410958904109589,0.7526016235351562
TSLA210319P00660000,2021-03-04 20:51:35,660.0,60.9,61.9,62.75,put,2021-03-19,0.0410958904109589,0.7754898071289062
TSLA210319P00665000,2021-03-04 20:37:54,665.0,64.1,65.2,67.15,put,2021-03-19,0.0410958904109589,0.798187255859375
TSLA210319P00670000,2021-03-04 20:52:06,670.0,67.5,68.55,70.0,put,2021-03-19,0.0410958904109589,0.790252685546875
TSLA210319P00675000,2021-03-04 20:52:09,675.0,70.8,72.1,72.5,put,2021-03-19,0.0410958904109589,0.7755279541015625
TSLA210319P00680000,2021-03-04 20:55:53,680.0,74.4,75.7,75.79,put,2021-03-19,0.0410958904109589,0.7762527465820312
TSLA210326C00560000,2021-03-04 19:05:07,560.0,85.05,86.65,86.05,call,2021-03-26,0.06027397260273973,0.8375930786132812
TSLA210326C00570000,2021-03-04 20:32:14,570.0,78.05,79.85,78.2,call,2021-03-26,0.06027397260273973,0.8020401000976562
TSLA210326C00580000,2021-03-04 19:39:25,580.0,71.3,72.95,73.35,call,2021-03-26,0.06027397260273973,0.8199310302734375
TSLA210326C00590000,2021-03-04 19:40:07,590.0,64.85,66.45,60.9,call,2021-03-26,0.06027397260273973,0.7049942016601562
TSLA210326C00600000,2021-03-04 20:58:26,600.0,58.75,60.35,59.5,call,2021-03-26,0.06027397260273973,0.7830047607421875
TSLA210326C00610000,2021-03-04 20:23:02,610.0,53.05,54.6,53.3,call,2021-03-26,0.06027397260273973,0.7774734497070312
TSLA210326C00615000,2021-03-04 20:53:40,615.0,50.4,51.85,50.52,call,2021-03-26,0.06027397260273973,0.7802200317382812
TSLA210326C00620000,2021-03-04 20:59:25,620.0,47.75,49.2,47.85,call,2021-03-26,0.06027397260273973,0.784759521484375
TSLA210326C00625000,2021-03-04 20:55:36,625.0,45.25,46.55,45.43,call,2021-03-26,0.06027397260273973,0.77880859375
TSLA210326C00630000,2021-03-04 20:36:39,630.0,42.75,44.1,42.85,call,2021-03-26,0.06027397260273973,0.7642745971679688
TSLA210326C00635000,2021-03-04 20:32:16,635.0,40.35,41.75,39.9,call,2021-03-26,0.06027397260273973,0.7436752319335938
TSLA210326C00640000,2021-03-04 20:55:44,640.0,38.1,39.0,37.65,call,2021-03-26,0.06027397260273973,0.7349014282226562
TSLA210326C00645000,2021-03-04 20:58:55,645.0,35.9,36.8,35.9,call,2021-03-26,0.06027397260273973,0.7345199584960938
TSLA210326C00650000,2021-03-04 20:58:08,650.0,33.7,34.65,34.04,call,2021-03-26,0.06027397260273973,0.7323455810546875
TSLA210326C00655000,2021-03-04 20:44:50,655.0,31.75,33.1,32.0,call,2021-03-26,0.06027397260273973,0.7271957397460938
TSLA210326C00660000,2021-03-04 20:46:03,660.0,29.8,30.45,30.19,call,2021-03-26,0.06027397260273973,0.725860595703125
TSLA210326C00665000,2021-03-04 19:58:19,665.0,27.9,28.8,27.15,call,2021-03-26,0.06027397260273973,0.7044792175292969
TSLA210326C00670000,2021-03-04 19:24:24,670.0,26.2,27.6,26.5,call,2021-03-26,0.06027397260273973,0.7220840454101562
TSLA210326C00675000,2021-03-04 20:40:59,675.0,24.5,25.8,24.55,call,2021-03-26,0.06027397260273973,0.718536376953125
TSLA210326C00680000,2021-03-04 20:26:55,680.0,22.95,24.35,21.4,call,2021-03-26,0.06027397260273973,0.6956863403320312
TSLA210326P00560000,2021-03-04 20:30:57,560.0,23.7,24.6,25.92,put,2021-03-26,0.06027397260273973,0.8771514892578125
TSLA210326P00570000,2021-03-04 20:02:57,570.0,26.65,27.55,30.3,put,2021-03-26,0.06027397260273973,0.8810806274414062
TSLA210326P00580000,2021-03-04 20:24:40,580.0,29.8,30.8,31.37,put,2021-03-26,0.06027397260273973,0.82672119140625
TSLA210326P00590000,2021-03-04 20:28:21,590.0,33.4,34.35,37.5,put,2021-03-26,0.06027397260273973,0.8615875244140625
TSLA210326P00595000,2021-03-04 20:29:27,595.0,35.3,36.25,36.42,put,2021-03-26,0.06027397260273973,0.8068084716796875
TSLA210326P00600000,2021-03-04 20:59:26,600.0,37.25,38.2,38.0,put,2021-03-26,0.06027397260273973,0.7985305786132812
TSLA210326P00605000,2021-03-04 20:21:00,605.0,39.3,40.3,40.09,put,2021-03-26,0.06027397260273973,0.7990837097167969
TSLA210326P00610000,2021-03-04 20:58:20,610.0,41.5,42.45,42.07,put,2021-03-26,0.06027397260273973,0.7977294921875
TSLA210326P00615000,2021-03-04 20:58:45,615.0,43.55,44.75,44.58,put,2021-03-26,0.06027397260273973,0.8054351806640625
TSLA210326P00620000,2021-03-04 20:58:45,620.0,46.05,47.0,46.87,put,2021-03-26,0.06027397260273973,0.8090591430664062
TSLA210326P00625000,2021-03-04 20:52:09,625.0,48.5,49.5,50.0,put,2021-03-26,0.06027397260273973,0.8112716674804688
TSLA210326P00630000,2021-03-04 20:54:10,630.0,51.05,52.0,51.95,put,2021-03-26,0.06027397260273973,0.7888221740722656
TSLA210326P00635000,2021-03-04 20:35:09,635.0,53.65,54.65,55.82,put,2021-03-26,0.06027397260273973,0.7987213134765625
TSLA210326P00640000,2021-03-04 20:47:22,640.0,56.05,57.35,57.4,put,2021-03-26,0.06027397260273973,0.7703399658203125
TSLA210326P00645000,2021-03-04 20:39:25,645.0,58.85,60.1,62.25,put,2021-03-26,0.06027397260273973,0.7964706420898438
TSLA210326P00650000,2021-03-04 20:54:30,650.0,61.8,63.0,63.45,put,2021-03-26,0.06027397260273973,0.7620620727539062
TSLA210326P00655000,2021-03-04 20:47:08,655.0,64.7,66.0,68.75,put,2021-03-26,0.06027397260273973,0.795440673828125
TSLA210326P00660000,2021-03-04 20:48:52,660.0,67.85,69.05,68.95,put,2021-03-26,0.06027397260273973,0.74493408203125
TSLA210326P00665000,2021-03-04 20:27:50,665.0,70.9,72.2,73.21,put,2021-03-26,0.06027397260273973,0.7611083984375
TSLA210326P00670000,2021-03-04 20:04:44,670.0,74.1,75.45,76.77,put,2021-03-26,0.06027397260273973,0.7657623291015625
TSLA210326P00675000,2021-03-04 17:46:52,675.0,77.4,78.8,85.17,put,2021-03-26,0.06027397260273973,0.8488273620605469
TSLA210326P00680000,2021-03-04 20:01:05,680.0,80.85,82.2,82.0,put,2021-03-26,0.06027397260273973,0.7445526123046875
TSLA210401C00560000,2021-02-25 15:36:47,560.0,89.4,93.55,169.35,call,2021-04-01,0.07671232876712329,2.0835113525390625
TSLA210401C00570000,2021-02-26 20:47:29,570.0,82.6,86.15,106.63,call,2021-04-01,0.07671232876712329,1.1574935913085938
TSLA210401C00580000,2021-03-04 20:33:44,580.0,76.0,80.75,77.13,call,2021-04-01,0.07671232876712329,0.7833099365234375
TSLA210401C00590000,2021-03-04 18:19:11,590.0,69.75,74.4,69.66,call,2021-04-01,0.07671232876712329,0.7579421997070312
TSLA210401C00595000,2021-03-04 20:54:55,595.0,66.8,70.85,66.45,call,2021-04-01,0.07671232876712329,0.7535171508789062
TSLA210401C00600000,2021-03-04 20:54:55,600.0,63.85,68.15,63.55,call,2021-04-01,0.07671232876712329,0.7538604736328125
TSLA210401C00605000,2021-03-04 19:57:20,605.0,60.85,65.15,57.95,call,2021-04-01,0.07671232876712329,0.713043212890625
TSLA210401C00610000,2021-03-04 20:23:43,610.0,58.15,59.5,57.1,call,2021-04-01,0.07671232876712329,0.7447052001953125
TSLA210401C00615000,2021-03-04 20:45:37,615.0,55.5,57.55,56.0,call,2021-04-01,0.07671232876712329,0.7723236083984375
TSLA210401C00620000,2021-03-04 20:59:16,620.0,50.8,57.4,53.6,call,2021-04-01,0.07671232876712329,0.7801055908203125
TSLA210401C00625000,2021-03-04 20:36:06,625.0,50.35,54.9,50.8,call,2021-04-01,0.07671232876712329,0.7688140869140625
TSLA210401C00630000,2021-03-04 20:47:52,630.0,47.9,53.2,48.74,call,2021-04-01,0.07671232876712329,0.763397216796875
TSLA210401C00640000,2021-03-04 19:16:43,640.0,40.5,46.0,43.58,call,2021-04-01,0.07671232876712329,0.7373046875
TSLA210401C00645000,2021-03-04 18:07:57,645.0,40.95,45.2,41.5,call,2021-04-01,0.07671232876712329,0.7317924499511719
TSLA210401C00650000,2021-03-04 20:53:50,650.0,37.0,39.8,39.15,call,2021-04-01,0.07671232876712329,0.7223701477050781
TSLA210401C00655000,2021-03-04 20:41:26,655.0,36.85,40.65,36.85,call,2021-04-01,0.07671232876712329,0.7137680053710938
TSLA210401C00660000,2021-03-04 18:48:20,660.0,34.85,38.3,36.1,call,2021-04-01,0.07671232876712329,0.7277488708496094
TSLA210401C00665000,2021-03-04 19:37:07,665.0,32.95,37.35,34.0,call,2021-04-01,0.07671232876712329,0.7220840454101562
TSLA210401C00670000,2021-03-04 20:06:49,670.0,31.15,35.55,31.2,call,2021-04-01,0.07671232876712329,0.7063674926757812
TSLA210401C00675000,2021-03-04 20:58:38,675.0,29.4,33.75,30.0,call,2021-04-01,0.07671232876712329,0.7137680053710938
TSLA210401C00680000,2021-03-04 20:36:27,680.0,24.45,32.45,28.21,call,2021-04-01,0.07671232876712329,0.7126617431640625
TSLA210401P00560000,2021-03-04 19:38:39,560.0,28.1,30.4,30.69,put,2021-04-01,0.07671232876712329,0.854644775390625
TSLA210401P00570000,2021-03-04 20:41:04,570.0,31.05,35.15,32.0,put,2021-04-01,0.07671232876712329,0.809173583984375
TSLA210401P00580000,2021-03-04 20:35:21,580.0,34.7,40.0,35.74,put,2021-04-01,0.07671232876712329,0.8024978637695312
TSLA210401P00590000,2021-03-04 20:31:56,590.0,38.35,42.5,39.92,put,2021-04-01,0.07671232876712329,0.8027839660644531
TSLA210401P00595000,2021-03-04 19:16:42,595.0,40.2,44.45,52.43,put,2021-04-01,0.07671232876712329,0.9636116027832031
TSLA210401P00600000,2021-03-04 20:21:09,600.0,42.25,46.5,42.9,put,2021-04-01,0.07671232876712329,0.7846450805664062
TSLA210401P00605000,2021-03-04 20:00:48,605.0,44.4,50.0,47.0,put,2021-04-01,0.07671232876712329,0.8155441284179688
TSLA210401P00610000,2021-03-04 20:59:55,610.0,44.65,50.95,47.5,put,2021-04-01,0.07671232876712329,0.791473388671875
TSLA210401P00615000,2021-03-04 20:10:09,615.0,49.1,53.3,51.0,put,2021-04-01,0.07671232876712329,0.8129310607910156
TSLA210401P00620000,2021-03-04 20:59:03,620.0,49.6,55.7,52.04,put,2021-04-01,0.07671232876712329,0.7967758178710938
TSLA210401P00625000,2021-03-04 20:57:41,625.0,53.75,58.15,55.34,put,2021-04-01,0.07671232876712329,0.8008956909179688
TSLA210401P00630000,2021-03-04 20:54:55,630.0,56.3,62.0,58.0,put,2021-04-01,0.07671232876712329,0.7912826538085938
TSLA210401P00635000,2021-03-04 20:31:32,635.0,58.9,63.35,61.65,put,2021-04-01,0.07671232876712329,0.7964706420898438
