strike,2021-05-14,2021-05-21,2021-05-28,2021-06-04,2021-06-11,2021-06-18,2021-06-30,2021-07-16,2021-08-20,2021-09-17,2021-09-30,2021-12-17,2021-12-31
40.0,0.25,0.390625,0.34375,0.21875,0.265625,0.40625,0.296875,0.3125,0.18359375,0.2734375,0.251953125,0.24609375,0.24609375
41.0,0.25,0.390625,0.34375,0.21875,0.265625,0.375,0.296875,0.3125,0.18359375,0.265625,0.251953125,0.24609375,0.24609375
42.0,0.25,0.390625,0.34375,0.21875,0.265625,0.34375,0.296875,0.3125,0.18359375,0.2578125,0.251953125,0.24609375,0.24609375
43.0,0.25,0.390625,0.34375,0.21875,0.265625,0.3125,0.296875,0.3125,0.18359375,0.265625,0.251953125,0.24609375,0.24609375
43.5,0.25,0.390625,0.34375,0.21875,0.265625,0.322265625,0.296875,0.3125,0.18359375,0.2734375,0.251953125,0.24609375,0.24609375
44.0,0.25,0.390625,0.34375,0.21875,0.265625,0.33203125,0.296875,0.3125,0.18359375,0.28125,0.251953125,0.24609375,0.24609375
44.5,0.25,0.390625,0.34375,0.21875,0.265625,0.341796875,0.296875,0.314453125,0.18359375,0.27734375,0.251953125,0.24609375,0.24609375
45.0,0.25,0.390625,0.34375,0.21875,0.265625,0.3515625,0.296875,0.31640625,0.18359375,0.2734375,0.251953125,0.24609375,0.24609375
45.5,0.25,0.390625,0.34375,0.21875,0.265625,0.353515625,0.296875,0.29296875,0.18359375,0.27392578125,0.2532552083333333,0.24609375,0.22119140625
46.0,0.25,0.390625,0.34375,0.21875,0.265625,0.35546875,0.296875,0.26953125,0.18359375,0.2744140625,0.2545572916666667,0.24609375,0.1962890625
46.5,0.25,0.390625,0.34375,0.21875,0.265625,0.3517795138888889,0.2734375,0.275390625,0.18359375,0.27490234375,0.255859375,0.24609375,0.17138671875
47.0,0.25,0.390625,0.34375,0.21875,0.265625,0.3480902777777778,0.25,0.28125,0.18359375,0.275390625,0.2571614583333333,0.24609375,0.146484375
47.5,0.25,0.375,0.34375,0.21875,0.265625,0.3444010416666667,0.24609375,0.265625,0.18359375,0.2734375,0.2584635416666667,0.22314453125,0.16796875
48.0,0.25,0.359375,0.34375,0.21875,0.296875,0.3407118055555556,0.2421875,0.25,0.18359375,0.271484375,0.259765625,0.2001953125,0.189453125
48.5,0.25,0.125,0.125,0.21875,0.298828125,0.3370225694444444,0.26171875,0.2626953125,0.18359375,0.275390625,0.2646484375,0.22802734375,0.1923828125
49.0,0.25,0.3125,0.22265625,0.255859375,0.30078125,0.3333333333333333,0.28125,0.275390625,0.18359375,0.279296875,0.26953125,0.255859375,0.1953125
49.5,0.25,0.31099759615384615,0.3203125,0.29296875,0.29296875,0.3296440972222222,0.267578125,0.26953125,0.232421875,0.283203125,0.26513671875,0.25537109375,0.2255859375
50.0,0.375,0.3094951923076923,0.234375,0.25390625,0.28515625,0.3259548611111111,0.25390625,0.263671875,0.28125,0.287109375,0.2607421875,0.2548828125,0.255859375
50.5,0.1875,0.30799278846153844,0.255859375,0.265625,0.2734375,0.322265625,0.2578125,0.267578125,0.248046875,0.28125,0.26513671875,0.2568359375,0.23046875
51.0,0.234375,0.30649038461538464,0.27734375,0.28125,0.23046875,0.3185763888888889,0.26171875,0.271484375,0.21484375,0.275390625,0.26953125,0.2587890625,0.205078125
51.5,0.28125,0.3049879807692308,0.25390625,0.2890625,0.259765625,0.3148871527777778,0.265625,0.267578125,0.2431640625,0.275390625,0.24755859375,0.26220703125,0.22705078125
52.0,0.296875,0.3034855769230769,0.28125,0.203125,0.2890625,0.3111979166666667,0.26953125,0.263671875,0.271484375,0.275390625,0.2255859375,0.265625,0.2490234375
52.5,0.2578125,0.3019831730769231,0.28515625,0.2734375,0.26953125,0.3075086805555556,0.2724609375,0.2646484375,0.2763671875,0.275390625,0.24853515625,0.267578125,0.25634765625
53.0,0.28125,0.3004807692307692,0.2734375,0.28515625,0.267578125,0.3038194444444444,0.275390625,0.265625,0.28125,0.275390625,0.271484375,0.26953125,0.263671875
53.5,0.296875,0.29897836538461536,0.2890625,0.287109375,0.28515625,0.3001302083333333,0.2744140625,0.267578125,0.28125,0.275390625,0.271484375,0.267578125,0.2607421875
54.0,0.3125,0.29747596153846156,0.28515625,0.28125,0.2734375,0.2964409722222222,0.2734375,0.26953125,0.28125,0.275390625,0.271484375,0.265625,0.2578125
54.5,0.2734375,0.2959735576923077,0.27734375,0.287109375,0.2734375,0.2927517361111111,0.271484375,0.271484375,0.2802734375,0.275390625,0.2724609375,0.267578125,0.25927734375
55.0,0.28125,0.29447115384615385,0.28515625,0.2861328125,0.28515625,0.2890625,0.26953125,0.2734375,0.279296875,0.275390625,0.2734375,0.26953125,0.2607421875
55.5,0.296875,0.29296875,0.29296875,0.28515625,0.27734375,0.291015625,0.2744140625,0.2744140625,0.2802734375,0.275390625,0.251953125,0.2685546875,0.2470703125
56.0,0.296875,0.30078125,0.29296875,0.2890625,0.29296875,0.29296875,0.279296875,0.275390625,0.28125,0.275390625,0.23046875,0.267578125,0.2333984375
56.5,0.3046875,0.3125,0.30078125,0.296875,0.28125,0.291015625,0.2744140625,0.275390625,0.283203125,0.275390625,0.244140625,0.2685546875,0.24853515625
57.0,0.3125,0.3203125,0.3076171875,0.28515625,0.2890625,0.2890625,0.26953125,0.275390625,0.28515625,0.275390625,0.2578125,0.26953125,0.263671875
58.0,0.34375,0.3046875,0.314453125,0.296875,0.2942708333333333,0.29296875,0.287109375,0.26953125,0.283203125,0.291015625,0.203125,0.2734375,0.1953125
59.0,0.375,0.34375,0.3212890625,0.30859375,0.2994791666666667,0.30859375,0.2890625,0.275390625,0.26171875,0.287109375,0.251953125,0.2763671875,0.26171875
60.0,0.4375,0.359375,0.328125,0.3203125,0.3046875,0.3125,0.296875,0.28125,0.287109375,0.296875,0.279296875,0.27734375,0.2705078125
61.0,0.475,0.375,0.34375,0.3203125,0.3046875,0.3125,0.27734375,0.28828125,0.29296875,0.2724609375,0.2333984375,0.2724609375,0.185546875
62.0,0.5125,0.40625,0.359375,0.3203125,0.3046875,0.328125,0.3046875,0.2953125,0.296875,0.294921875,0.263671875,0.271484375,0.2490234375
63.0,0.55,0.40625,0.375,0.3203125,0.3046875,0.3333333333333333,0.3072916666666667,0.30234375,0.28515625,0.298828125,0.251953125,0.2734375,0.2109375
64.0,0.5875,0.46875,0.390625,0.3203125,0.3046875,0.3385416666666667,0.3098958333333333,0.309375,0.30078125,0.3046875,0.2734375,0.27978515625,0.2412109375
65.0,0.625,0.46875,0.40625,0.3203125,0.3046875,0.34375,0.3125,0.31640625,0.306640625,0.296875,0.294921875,0.2861328125,0.271484375
66.0,0.625,0.5,0.40625,0.3203125,0.3046875,0.359375,0.3125,0.3265625,0.3125,0.30859375,0.294921875,0.290625,0.271484375
67.0,0.625,0.53125,0.40625,0.3203125,0.3046875,0.359375,0.3125,0.33671875,0.28515625,0.302734375,0.294921875,0.2951171875,0.271484375
68.0,0.625,0.5625,0.40625,0.3203125,0.3046875,0.375,0.3125,0.346875,0.2578125,0.25,0.294921875,0.299609375,0.271484375
69.0,0.625,0.59375,0.40625,0.3203125,0.3046875,0.375,0.3125,0.35703125,0.296875,0.296875,0.294921875,0.3041015625,0.271484375
70.0,0.625,0.5625,0.40625,0.3203125,0.3046875,0.375,0.3125,0.3671875,0.3359375,0.328125,0.294921875,0.30859375,0.271484375
71.0,0.625,0.625,0.40625,0.3203125,0.3046875,0.390625,0.3125,0.3671875,0.3359375,0.2734375,0.294921875,0.3046875,0.271484375
72.0,0.625,0.6875,0.40625,0.3203125,0.3046875,0.421875,0.3125,0.3671875,0.3359375,0.29296875,0.294921875,0.30078125,0.271484375
75.0,0.625,0.75,0.40625,0.3203125,0.3046875,0.25,0.3125,0.3671875,0.3359375,0.34375,0.294921875,0.296875,0.271484375
76.0,0.625,0.75,0.40625,0.3203125,0.3046875,0.46875,0.3125,0.3671875,0.3359375,0.3515625,0.294921875,0.296875,0.271484375
77.0,0.625,0.75,0.40625,0.3203125,0.3046875,0.4375,0.3125,0.3671875,0.3359375,0.3515625,0.294921875,0.296875,0.271484375
78.0,0.625,0.75,0.40625,0.3203125,0.3046875,0.5,0.3125,0.3671875,0.3359375,0.34375,0.294921875,0.296875,0.271484375
80.0,0.625,0.75,0.40625,0.3203125,0.3046875,0.5,0.3125,0.3671875,0.3359375,0.37109375,0.294921875,0.296875,0.271484375
