strike,2021-05-21,2021-05-28,2021-06-04,2021-06-11,2021-06-18,2021-06-25,2021-06-30,2021-07-16,2021-08-20,2021-09-17,2021-09-30,2021-12-17,2021-12-31
53.5,0.349609375,0.3125,0.29296875,0.30859375,0.3125,0.345703125,0.400390625,0.3447265625,0.34375,0.34130859375,0.3427734375,0.34228515625,0.38037109375
54.0,0.3450520833333333,0.29296875,0.3515625,0.32421875,0.3125,0.517578125,0.423828125,0.349609375,0.34765625,0.341796875,0.314453125,0.341796875,0.376953125
54.5,0.3404947916666667,0.328125,0.3203125,0.349609375,0.3046875,0.48828125,0.3798828125,0.439453125,0.3544921875,0.38134765625,0.353515625,0.365234375,0.3564453125
55.0,0.3359375,0.3515625,0.453125,0.375,0.296875,0.376953125,0.3359375,0.529296875,0.361328125,0.4208984375,0.392578125,0.388671875,0.3359375
55.5,0.21875,0.484375,0.5859375,0.3203125,0.302734375,0.376953125,0.54296875,0.404296875,0.37255859375,0.35986328125,0.5322265625,0.3603515625,0.32763671875
56.0,0.734375,0.3828125,0.6015625,0.265625,0.30859375,0.376953125,0.75,0.279296875,0.3837890625,0.298828125,0.671875,0.33203125,0.3193359375
56.5,0.46875,1.60546875,0.3984375,0.2109375,0.3076171875,0.376953125,0.841796875,0.333984375,0.39501953125,0.330078125,0.67529296875,0.3443080357142857,0.35302734375
57.0,0.4479166666666667,1.078125,0.3984375,0.2109375,0.306640625,0.376953125,0.93359375,0.388671875,0.40625,0.361328125,0.6787109375,0.35658482142857145,0.38671875
57.5,0.4270833333333333,0.55078125,0.3984375,0.2109375,0.3330078125,0.376953125,0.703125,0.3935546875,0.55859375,0.462890625,0.71044921875,0.36886160714285715,0.42041015625
58.0,0.40625,0.55859375,0.3984375,0.2109375,0.359375,0.376953125,0.47265625,0.3984375,0.7109375,0.564453125,0.7421875,0.38113839285714285,0.4541015625
58.5,0.4583333333333333,0.56640625,0.3984375,0.2109375,0.46875,0.376953125,0.7734375,0.33203125,0.74853515625,0.591796875,0.59375,0.39341517857142855,0.48779296875
59.0,0.5104166666666666,0.57421875,0.3984375,0.2109375,0.578125,0.376953125,1.07421875,0.265625,0.7861328125,0.619140625,0.4453125,0.4056919642857143,0.521484375
60.0,0.5625,0.57421875,0.3984375,0.2109375,0.3359375,0.376953125,0.62109375,0.26171875,0.7861328125,0.390625,0.447265625,0.41796875,0.55517578125
61.0,1.21484375,0.57421875,0.3984375,0.2109375,0.54296875,0.376953125,0.58828125,0.26171875,0.7861328125,0.650390625,0.466796875,0.376953125,0.5888671875
62.0,1.8671875,0.57421875,0.3984375,0.2109375,0.670703125,0.376953125,0.55546875,0.26171875,0.7861328125,0.7109375,0.44140625,0.39111328125,0.599365234375
63.0,1.8294270833333333,0.57421875,0.3984375,0.2109375,0.7984375,0.376953125,0.52265625,0.26171875,0.7861328125,0.693359375,0.53125,0.4052734375,0.60986328125
64.0,1.7916666666666667,0.57421875,0.3984375,0.2109375,0.9261718750000001,0.376953125,0.48984375,0.26171875,0.7861328125,0.7109375,0.62353515625,0.41943359375,0.620361328125
65.0,1.75390625,0.57421875,0.3984375,0.2109375,1.05390625,0.376953125,0.45703125,0.26171875,0.7861328125,0.748046875,0.7158203125,0.43359375,0.630859375
66.0,1.7161458333333333,0.57421875,0.3984375,0.2109375,1.181640625,0.376953125,0.45703125,0.26171875,0.7861328125,0.4765625,0.7158203125,0.43359375,0.630859375
67.0,1.6783854166666667,0.57421875,0.3984375,0.2109375,1.43359375,0.376953125,0.45703125,0.26171875,0.7861328125,0.728515625,0.7158203125,0.43359375,0.630859375
68.0,1.640625,0.57421875,0.3984375,0.2109375,1.06640625,0.376953125,0.45703125,0.26171875,0.7861328125,0.736328125,0.7158203125,0.43359375,0.630859375
69.0,1.703125,0.57421875,0.3984375,0.2109375,1.06640625,0.376953125,0.45703125,0.26171875,0.7861328125,0.740234375,0.7158203125,0.43359375,0.630859375
70.0,1.7083333333333333,0.57421875,0.3984375,0.2109375,1.06640625,0.376953125,0.45703125,0.26171875,0.7861328125,0.748046875,0.7158203125,0.43359375,0.630859375
71.0,1.7135416666666667,0.57421875,0.3984375,0.2109375,1.06640625,0.376953125,0.45703125,0.26171875,0.7861328125,0.84765625,0.7158203125,0.43359375,0.630859375
72.0,1.71875,0.57421875,0.3984375,0.2109375,1.06640625,0.376953125,0.45703125,0.26171875,0.7861328125,0.837890625,0.7158203125,0.43359375,0.630859375
75.0,1.71875,0.57421875,0.3984375,0.2109375,1.06640625,0.376953125,0.45703125,0.26171875,0.7861328125,1.044921875,0.7158203125,0.43359375,0.630859375
76.0,1.71875,0.57421875,0.3984375,0.2109375,1.06640625,0.376953125,0.45703125,0.26171875,0.7861328125,0.9518229166666666,0.7158203125,0.43359375,0.630859375
77.0,1.71875,0.57421875,0.3984375,0.2109375,1.06640625,0.376953125,0.45703125,0.26171875,0.7861328125,0.8587239583333334,0.7158203125,0.43359375,0.630859375
78.0,1.71875,0.57421875,0.3984375,0.2109375,1.06640625,0.376953125,0.45703125,0.26171875,0.7861328125,0.765625,0.7158203125,0.43359375,0.630859375
80.0,1.71875,0.57421875,0.3984375,0.2109375,1.06640625,0.376953125,0.45703125,0.26171875,0.7861328125,0.765625,0.7158203125,0.43359375,0.630859375
