strike,2021-05-14,2021-05-21,2021-05-28,2021-06-04,2021-06-11,2021-06-18,2021-06-25,2021-06-30,2021-07-16,2021-08-20,2021-09-17,2021-09-30,2021-12-17,2021-12-31
45.5,0.5,0.46875,0.34375,0.5234375,0.4140625,0.39200367647058826,0.3359375,0.3515625,0.341796875,0.3505859375,0.3380533854166667,0.3642578125,0.3193359375,0.3662109375
46.0,0.5,0.46875,0.34375,0.34375,0.4140625,0.3844209558823529,0.3359375,0.34375,0.34375,0.349609375,0.3362630208333333,0.388671875,0.310546875,0.400390625
46.5,0.5,0.40625,0.34375,0.34375,0.376953125,0.37683823529411764,0.3359375,0.337890625,0.34765625,0.33984375,0.33447265625,0.3623046875,0.3095703125,0.3720703125
47.0,0.5,0.40625,0.34375,0.46875,0.33984375,0.36925551470588236,0.3359375,0.33203125,0.3515625,0.330078125,0.3326822916666667,0.3359375,0.30859375,0.34375
47.5,0.5,0.40625,0.34375,0.34375,0.4140625,0.3616727941176471,0.34375,0.337890625,0.3427734375,0.3291015625,0.3308919270833333,0.3359375,0.310546875,0.33984375
48.0,0.5,0.34375,0.34375,0.3359375,0.3203125,0.3540900735294118,0.34375,0.34375,0.333984375,0.328125,0.3291015625,0.3359375,0.3125,0.3359375
48.5,0.5,0.375,0.296875,0.32421875,0.3203125,0.34650735294117646,0.3310546875,0.330078125,0.3349609375,0.32421875,0.3273111979166667,0.33984375,0.314453125,0.33154296875
49.0,0.4375,0.375,0.3125,0.3046875,0.3046875,0.3389246323529412,0.318359375,0.31640625,0.3359375,0.3203125,0.3255208333333333,0.34375,0.31640625,0.3271484375
49.5,0.25,0.3645833333333333,0.296875,0.29296875,0.3046875,0.3313419117647059,0.3828125,0.318359375,0.3271484375,0.322265625,0.32373046875,0.33203125,0.3134765625,0.32763671875
50.0,0.375,0.3541666666666667,0.2890625,0.30859375,0.30078125,0.32375919117647056,0.328125,0.3203125,0.318359375,0.32421875,0.3219401041666667,0.3203125,0.310546875,0.328125
50.5,0.375,0.34375,0.31640625,0.3046875,0.296875,0.3161764705882353,0.3229166666666667,0.314453125,0.3076171875,0.322265625,0.3201497395833333,0.326171875,0.31005859375,0.32666015625
51.0,0.375,0.3333333333333333,0.2734375,0.2890625,0.2890625,0.30859375,0.3177083333333333,0.30859375,0.296875,0.3203125,0.318359375,0.33203125,0.3095703125,0.3251953125
51.5,0.3125,0.3229166666666667,0.2890625,0.29296875,0.28125,0.306640625,0.3125,0.302734375,0.3095703125,0.3173828125,0.3154296875,0.36083984375,0.30810546875,0.32763671875
52.0,0.359375,0.3125,0.3125,0.265625,0.29296875,0.3046875,0.337890625,0.296875,0.322265625,0.314453125,0.3125,0.3896484375,0.306640625,0.330078125
52.5,0.359375,0.30208333333333337,0.26171875,0.30078125,0.3046875,0.3095703125,0.3291015625,0.3046875,0.3251953125,0.3154296875,0.306640625,0.39404296875,0.3154296875,0.32861328125
53.0,0.3515625,0.2916666666666667,0.29296875,0.25390625,0.3046875,0.314453125,0.3203125,0.3125,0.328125,0.31640625,0.30078125,0.3984375,0.32421875,0.3271484375
53.5,0.375,0.28125,0.28125,0.28515625,0.2705078125,0.3056640625,0.322265625,0.333984375,0.30859375,0.30859375,0.3798828125,0.357421875,0.31591796875,0.329833984375
54.0,0.3359375,0.27083333333333337,0.2734375,0.3046875,0.236328125,0.296875,0.29296875,0.35546875,0.2890625,0.30078125,0.458984375,0.31640625,0.3076171875,0.33251953125
54.5,0.34375,0.2604166666666667,0.22265625,0.30859375,0.3486328125,0.28515625,0.33203125,0.3203125,0.291015625,0.3076171875,0.3759765625,0.3173828125,0.31298828125,0.335205078125
55.0,0.1875,0.25,0.3359375,0.30859375,0.4609375,0.2734375,0.37109375,0.28515625,0.29296875,0.314453125,0.29296875,0.318359375,0.318359375,0.337890625
55.5,0.23958333333333334,0.2725694444444444,0.44921875,0.30859375,0.4609375,0.271484375,0.37109375,0.5087890625,0.287109375,0.33740234375,0.296875,0.49365234375,0.3270399305555556,0.362890625
56.0,0.2916666666666667,0.2951388888888889,0.94140625,0.30859375,0.4609375,0.26953125,0.37109375,0.732421875,0.28125,0.3603515625,0.30078125,0.6689453125,0.3357204861111111,0.387890625
56.5,0.34375,0.3177083333333333,1.43359375,0.30859375,0.4609375,0.298828125,0.37109375,0.8193359375,0.310546875,0.38330078125,0.3505859375,0.67236328125,0.3444010416666667,0.412890625
57.0,0.39583333333333337,0.3402777777777778,0.974609375,0.30859375,0.4609375,0.328125,0.37109375,0.90625,0.33984375,0.40625,0.400390625,0.67578125,0.3530815972222222,0.437890625
57.5,0.4479166666666667,0.3628472222222222,0.515625,0.30859375,0.4609375,0.28515625,0.37109375,0.63671875,0.38671875,0.5556640625,0.4814453125,0.70654296875,0.3617621527777778,0.462890625
58.0,0.5,0.38541666666666663,0.515625,0.30859375,0.4609375,0.2421875,0.37109375,0.3671875,0.43359375,0.705078125,0.5625,0.7373046875,0.3704427083333333,0.487890625
58.5,0.5520833333333334,0.4079861111111111,0.515625,0.30859375,0.4609375,0.3291015625,0.37109375,0.7041015625,0.353515625,0.7412109375,0.58984375,0.72705078125,0.3791232638888889,0.512890625
59.0,0.6041666666666667,0.4305555555555556,0.515625,0.30859375,0.4609375,0.416015625,0.37109375,1.041015625,0.2734375,0.77734375,0.6171875,0.716796875,0.3878038194444444,0.537890625
60.0,0.65625,0.453125,0.515625,0.30859375,0.4609375,0.3662109375,0.37109375,0.625,0.28125,0.77734375,0.76953125,0.541015625,0.396484375,0.562890625
61.0,0.65625,0.98828125,0.515625,0.30859375,0.4609375,0.31640625,0.37109375,0.746875,0.28125,0.77734375,0.646484375,0.8125,0.4033203125,0.587890625
62.0,0.65625,1.5234375,0.515625,0.30859375,0.4609375,0.5673828125,0.37109375,0.86875,0.28125,0.77734375,0.705078125,0.669921875,0.411865234375,0.598388671875
63.0,0.65625,1.6103515625,0.515625,0.30859375,0.4609375,0.818359375,0.37109375,0.990625,0.28125,0.77734375,0.689453125,0.7255859375,0.42041015625,0.60888671875
64.0,0.65625,1.697265625,0.515625,0.30859375,0.4609375,1.0693359375,0.37109375,1.1125,0.28125,0.77734375,0.70703125,0.71875,0.428955078125,0.619384765625
65.0,0.65625,1.7841796875,0.515625,0.30859375,0.4609375,1.3203125,0.37109375,1.234375,0.28125,0.77734375,0.7421875,0.7119140625,0.4375,0.6298828125
66.0,0.65625,1.87109375,0.515625,0.30859375,0.4609375,1.13671875,0.37109375,1.234375,0.28125,0.77734375,0.48046875,0.7119140625,0.4375,0.6298828125
67.0,0.65625,1.623046875,0.515625,0.30859375,0.4609375,1.375,0.37109375,1.234375,0.28125,0.77734375,0.7265625,0.7119140625,0.4375,0.6298828125
68.0,0.65625,1.375,0.515625,0.30859375,0.4609375,1.029296875,0.37109375,1.234375,0.28125,0.77734375,0.734375,0.7119140625,0.4375,0.6298828125
69.0,0.65625,1.421875,0.515625,0.30859375,0.4609375,1.029296875,0.37109375,1.234375,0.28125,0.77734375,0.73828125,0.7119140625,0.4375,0.6298828125
70.0,0.65625,1.4479166666666667,0.515625,0.30859375,0.4609375,1.029296875,0.37109375,1.234375,0.28125,0.77734375,0.74609375,0.7119140625,0.4375,0.6298828125
71.0,0.65625,1.4739583333333333,0.515625,0.30859375,0.4609375,1.029296875,0.37109375,1.234375,0.28125,0.77734375,0.84375,0.7119140625,0.4375,0.6298828125
72.0,0.65625,1.5,0.515625,0.30859375,0.4609375,1.029296875,0.37109375,1.234375,0.28125,0.77734375,0.833984375,0.7119140625,0.4375,0.6298828125
75.0,0.65625,1.5,0.515625,0.30859375,0.4609375,1.029296875,0.37109375,1.234375,0.28125,0.77734375,1.0380859375,0.7119140625,0.4375,0.6298828125
76.0,0.65625,1.5,0.515625,0.30859375,0.4609375,1.029296875,0.37109375,1.234375,0.28125,0.77734375,0.9459635416666666,0.7119140625,0.4375,0.6298828125
77.0,0.65625,1.5,0.515625,0.30859375,0.4609375,1.029296875,0.37109375,1.234375,0.28125,0.77734375,0.8538411458333334,0.7119140625,0.4375,0.6298828125
78.0,0.65625,1.5,0.515625,0.30859375,0.4609375,1.029296875,0.37109375,1.234375,0.28125,0.77734375,0.76171875,0.7119140625,0.4375,0.6298828125
80.0,0.65625,1.5,0.515625,0.30859375,0.4609375,1.029296875,0.37109375,1.234375,0.28125,0.77734375,0.76171875,0.7119140625,0.4375,0.6298828125
